Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
OpenTopRailcar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
AirTrafficControlTower ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Trip ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FishingBoat ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
AirportClassification ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CraneShip ⊑ Helicopter: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
Device ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
MotorizedRailwayCar ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
Fuel ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirTrafficControlRadarRoom ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MultipleTrackRailway ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
WaterTransportationSystem ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Motorcycle ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
AnimalPoweredDevice ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
PassengerAndCargoShip ⊑ Helicopter: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
CertificateOfRegistry ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CognitiveAgent ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SeaPort ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Containerization ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Flatcar ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
OrganicCompound ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MilitaryWatercraft ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
Runway ⊑ Helicopter: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Waterway ⊑ Helicopter: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
AirportByRunwaySurface ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ContainerTerminal ⊑ Helicopter: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
Street ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
PetroleumProduct ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Axle ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
OreCarrierShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
SetOrClass ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ElectronicSignalling ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShipBerthing ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LiquefiedPetroleumGas ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Dredger ⊑ Helicopter: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
TransportationAuthority ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ElectricMotor ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
Streetcar ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
CargoHandling ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GeneralCargoShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
ElectrifiedRailwayCar ⊑ Helicopter: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 8)
VolumeMeasure ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Hole ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Expressway ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
GliderAirplane ⊑ Helicopter: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
IntentionalProcess ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TrainAssembly ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PartialContainerShip ⊑ Helicopter: Rejected (k=8, nAx=1029, nAxPerStep=1.8)
RegulatoryProcess ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LiquefiedGasAndChemicalTankerShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
EmergencyVehicle ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
TrafficSignal ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Railway ⊑ Helicopter: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
ShipDeck ⊑ Helicopter: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 7)
ElectricDevice ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
PropellerAirplane ⊑ Helicopter: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
LandArea ⊑ Helicopter: NA_ODP (k=7, nAx=1128, nAxPerStep=16.1, nDeltaODP = 8)
EmergencyRoadVehicle ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Battery ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
RailroadTrack ⊑ Helicopter: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
BusinessRailcar ⊑ Helicopter: Rejected (k=11, nAx=1049, nAxPerStep=3.1)
Container ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Seavan ⊑ Helicopter: Rejected (k=2, nAx=1021, nAxPerStep=3.0)
LandVehicle ⊑ Helicopter: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
TransitTerminal ⊑ Helicopter: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
CubicFoot ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirTransitway ⊑ Helicopter: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Navigation ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Minivan ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
ShipCabin ⊑ Helicopter: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
OffshoreSupportShip ⊑ Helicopter: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
Region ⊑ Helicopter: NA_ODP (k=7, nAx=1141, nAxPerStep=18.0, nDeltaODP = 7)
Bridge ⊑ Helicopter: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Obligation ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LengthMeasure ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
VehicleWheel ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
TrafficControlProcess ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MajorAirCarrier ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirRoute ⊑ Helicopter: Accepted (k=5, nAx=1116, nAxPerStep=20.2)
SingleValuedRelation ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Gasoline ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CombinationCarrierShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
Tunnel ⊑ Helicopter: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
Physical ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TextureAttribute ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DeepwaterPort ⊑ Helicopter: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
RailcarCarrierShip ⊑ Helicopter: Rejected (k=8, nAx=1029, nAxPerStep=1.8)
FreightCar ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
ShipBerth ⊑ Helicopter: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
RollingStock ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
Motion ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
NavigationBuoy ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
TankCar ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
Coal ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Boxcar ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
RailroadBridge ⊑ Helicopter: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
RadioNavigationBeacon ⊑ Helicopter: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 8)
DeviceStateAttribute ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MerchantMarine ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Building ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RailroadCompany ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CommonCarrier ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AidToNavigation ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Cabotage ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CarDistributionSystem ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PortableBridge ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
CanalStructure ⊑ Helicopter: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
AirTrafficControlEnRouteCenter ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CableShip ⊑ Helicopter: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
Canoe ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
FishCarrierShip ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
Aircraft ⊑ Helicopter: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
HangarBay ⊑ Helicopter: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 7)
TransitShelter ⊑ Helicopter: NA_ODP (k=10, nAx=1141, nAxPerStep=12.6, nDeltaODP = 6)
SelfPoweredRoadVehicle ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
PassportControl ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CabCar ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
FireEngine ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Kayak ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
FishingVessel ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
RocketEngine ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
TransitwayJunction ⊑ Helicopter: NA_ODP (k=10, nAx=1141, nAxPerStep=12.6, nDeltaODP = 7)
PlaningHullWatercraft ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
Attaching ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Certificate ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FlagOfConvenienceRegister ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
StandardGaugeRailway ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
ResearchShip ⊑ Helicopter: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
Passport ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
HopperDredger ⊑ Helicopter: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
Train ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
VehicleRegistration ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShipHull ⊑ Helicopter: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 7)
CruiseShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
Crane ⊑ Helicopter: Rejected (k=2, nAx=1021, nAxPerStep=3.0)
AnimalPoweredVehicle ⊑ Helicopter: Rejected (k=5, nAx=1028, nAxPerStep=2.6)
VehicleClassForFHWA ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LandTransitway ⊑ Helicopter: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
EtiologicAgent ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TrackGauge ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CommercialShipping ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RegistryTon ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MaterialHandlingEquipment ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
HalfHeightContainer ⊑ Helicopter: Rejected (k=2, nAx=1021, nAxPerStep=3.0)
CementCarrierShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
Cycle-TransportationDevice ⊑ Helicopter: Rejected (k=6, nAx=1030, nAxPerStep=2.5)
PetroleumPipeline ⊑ Helicopter: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
GreatLakesShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
DeepDraftWaterArea ⊑ Helicopter: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
MetricTon ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CargoManifest ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GovernmentOrganization ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PersonalWatercraft ⊑ Helicopter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 7)
Address ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ContentBearingObject ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
BillOfLading ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShipAgent ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CommercialAirport ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
LongTon ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
BulkCargo ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PositionalAttribute ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Tugboat ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
Communication ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PortFacility ⊑ Helicopter: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
SleeperRailcar ⊑ Helicopter: Rejected (k=11, nAx=1049, nAxPerStep=3.1)
SymbolicString ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Ship ⊑ Helicopter: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
HumanHabitationArtifact ⊑ Helicopter: NA_ODP (k=10, nAx=1141, nAxPerStep=12.6, nDeltaODP = 6)
CargoContainer ⊑ Helicopter: Rejected (k=2, nAx=1021, nAxPerStep=3.0)
UnpavedRunway ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
OceanLiner ⊑ Helicopter: Accepted (k=3, nAx=1115, nAxPerStep=33.3)
Position ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PortCity ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
City ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Drawbridge ⊑ Helicopter: NA_ODP (k=12, nAx=1142, nAxPerStep=10.6, nDeltaODP = 7)
TransitRoute ⊑ Helicopter: NA_ODP (k=10, nAx=1141, nAxPerStep=12.6, nDeltaODP = 7)
PusherTug ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
ChemicalAndPetroleumTankerShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
Bicycle ⊑ Helicopter: Rejected (k=5, nAx=1030, nAxPerStep=3.0)
DualGaugeRailway ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
CommercialAgent ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
CanalSystem ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Engine ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Collection ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
PrivateRailcar ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
HeadEndCar ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
ElectrifiedRailway ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
RoadVehicle ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
InternationalOrganization ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CIAAirportLengthClassification ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MassMeasure ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Watercraft ⊑ Helicopter: Rejected (k=4, nAx=1026, nAxPerStep=2.8)
NarrowGaugeRailway ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
DeepDraftPortCity ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PavedRunway ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
DieselFuel ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PetroleumProductPipeline ⊑ Helicopter: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
FlightSchedule ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FixedBridge ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
TurbojetEngine ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Sailboat ⊑ Helicopter: Rejected (k=5, nAx=1027, nAxPerStep=2.4)
Bus ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Roadway ⊑ Helicopter: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
WhalingShip ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
Guiding ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ClassIRailroad ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
NationalShipRegister ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Bulkhead ⊑ Helicopter: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
DeckCrane ⊑ Helicopter: Rejected (k=2, nAx=1021, nAxPerStep=3.0)
Truck ⊑ Helicopter: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
SelfPoweredVehicle ⊑ Helicopter: Accepted (k=3, nAx=1028, nAxPerStep=4.3)
Heliport ⊑ Helicopter: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
CanalLockGate ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
SeaLane ⊑ Helicopter: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
PortCrane ⊑ Helicopter: Rejected (k=2, nAx=1021, nAxPerStep=3.0)
RiverPort ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MultifunctionalLargeLoadCarrierShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
DryBulkCarrierShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
GondolaRailcar ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
LocomotiveCoalCar ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
BargeCarrierShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
DromedaryContainer ⊑ Helicopter: Rejected (k=2, nAx=1021, nAxPerStep=3.0)
CaseRole ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
VehicleCrew ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MovingViolation ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RadarFacility ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
OneWayTransitway ⊑ Helicopter: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
SelfDischargingBulkCarrierShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
ContainerHandlingEquipment ⊑ Helicopter: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
ClassIIRailroad ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Airplane ⊑ Helicopter: Rejected (k=2, nAx=1029, nAxPerStep=7.0)
BroadGaugeRailway ⊑ Helicopter: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
StationaryArtifact ⊑ Helicopter: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
Radar ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UnitOfMeasure ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ContainerAndRoRoCargoShip ⊑ Helicopter: Accepted (k=3, nAx=1115, nAxPerStep=33.3)
Lighter ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
PortDetention ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GalleryCar ⊑ Helicopter: Rejected (k=11, nAx=1049, nAxPerStep=3.1)
PalletizedCargoShip ⊑ Helicopter: Rejected (k=7, nAx=1029, nAxPerStep=2.0)
IntermodalTransportationSystem ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PassengerAndLandingCraft ⊑ Helicopter: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
TransitwayState ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
⊤ ⊑ Helicopter: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
WaterArea ⊑ Helicopter: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
FishFactoryShip ⊑ Helicopter: Rejected (k=5, nAx=1026, nAxPerStep=2.2)
