Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
Ambulance ⊑ OpenTopRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
AirRoute ⊑ TransitShelter: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ SelfPoweredRoadVehicle: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PassportControl: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CabCar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FireEngine: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Kayak: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FishingVessel: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RocketEngine: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TransitwayJunction: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PlaningHullWatercraft: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Attaching: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Certificate: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FlagOfConvenienceRegister: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ StandardGaugeRailway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ResearchShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Passport: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ HopperDredger: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Train: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ VehicleRegistration: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ShipHull: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CruiseShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Crane: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ AnimalPoweredVehicle: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ VehicleClassForFHWA: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ LandTransitway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ EtiologicAgent: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TrackGauge: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CommercialShipping: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RegistryTon: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ MaterialHandlingEquipment: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ HalfHeightContainer: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CementCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Cycle-TransportationDevice: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PetroleumPipeline: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ GreatLakesShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DeepDraftWaterArea: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ MetricTon: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CargoManifest: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ GovernmentOrganization: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PersonalWatercraft: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Address: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ContentBearingObject: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ BillOfLading: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ShipAgent: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CommercialAirport: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ LongTon: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ BulkCargo: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PositionalAttribute: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Tugboat: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Communication: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PortFacility: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ SleeperRailcar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ SymbolicString: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Ship: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ HumanHabitationArtifact: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CargoContainer: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ UnpavedRunway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ OceanLiner: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Position: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PortCity: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ City: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Drawbridge: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TransitRoute: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PusherTug: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ChemicalAndPetroleumTankerShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Bicycle: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DualGaugeRailway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CommercialAgent: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CanalSystem: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Engine: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Collection: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PrivateRailcar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ HeadEndCar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ElectrifiedRailway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RoadVehicle: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ InternationalOrganization: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CIAAirportLengthClassification: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ MassMeasure: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Watercraft: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ NarrowGaugeRailway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DeepDraftPortCity: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PavedRunway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DieselFuel: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Helicopter: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PetroleumProductPipeline: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FlightSchedule: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FixedBridge: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TurbojetEngine: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Sailboat: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Bus: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Roadway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ WhalingShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Guiding: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ClassIRailroad: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ NationalShipRegister: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Bulkhead: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DeckCrane: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Truck: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ SelfPoweredVehicle: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Heliport: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CanalLockGate: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ SeaLane: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PortCrane: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RiverPort: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ MultifunctionalLargeLoadCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DryBulkCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ GondolaRailcar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ LocomotiveCoalCar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ BargeCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DromedaryContainer: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CaseRole: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ VehicleCrew: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ MovingViolation: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RadarFacility: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ OneWayTransitway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ SelfDischargingBulkCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ContainerHandlingEquipment: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ClassIIRailroad: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Airplane: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ BroadGaugeRailway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ StationaryArtifact: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Radar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ UnitOfMeasure: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Lighter: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PortDetention: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ GalleryCar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PalletizedCargoShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ IntermodalTransportationSystem: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PassengerAndLandingCraft: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TransitwayState: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ⊤: Accepted (k=2, nAx=1016, nAxPerStep=0.5)
AirRoute ⊑ WaterArea: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FishFactoryShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ClassIIIRailroad: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CanalLock: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Vehicle: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TransitStop: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ WindPoweredDevice: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RoadTransportationSystem: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ License: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ UserPoweredDevice: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DangerousGoods: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Automobile: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ShipCompartment: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DisplacementHullWatercraft: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TimeInterval: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Canal: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Artifact: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Locomotive: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ WaterwayJunction: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Windmill: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ OrganizationalProcess: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ SludgeDisposalVessel: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Attribute: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TrafficLight: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Transportation: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TruckTractor: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ UnsurfacedRoadway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Machine: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RailTransportationSystem: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DeonticAttribute: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Railcar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PassengerShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Agent: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DeckCargo: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ AsymmetricRelation: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ JetEngine: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ GasolineEngine: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Freighter: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RollOnRollOffCargoShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ IrreflexiveRelation: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ NaturalGasPipeline: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ OffshoreShipRegister: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ GeopoliticalArea: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Ambulance: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ScaleTestCar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ OutfitCar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FiveWellStackCar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ModeOfTransit: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ SingleTrafficLane: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ContractCarrier: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FlatRackContainer: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ LightTruck: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ InternationalLaw: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PortEmbargo: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ ContainerShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TrainStation: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Airport: Rejected (k=3, nAx=1017, nAxPerStep=0.7)
AirRoute ⊑ LegalCharge: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CargoShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Translocation: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ InternalShipRegister: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ IntermodalTransportation: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Arriving: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ LiquefiedGasTankerShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ InternalCombustionEngine: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CoachRailcar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TakingOff: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ GeographicArea: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ MilitaryVan: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ UreaCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RadarOrSonar: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Catamaran: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ CommercialCarrier: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Trail: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Dam: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Substance: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DepartmentOfTransportation: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ LivestockCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ MerchantMarineShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ VehicleCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ TransportationSystem: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FHWAVehicleClass5: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FHWAVehicleClass6: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FHWAVehicleClass7: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FHWAVehicleClass8: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ Transitway: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FHWAVehicleClass1: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ PetroleumTankerShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FHWAVehicleClass2: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ LocalTransitSystem: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FHWAVehicleClass4: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DrillingShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ BinaryPredicate: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ RoadJunction: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FHWAVehicleClass9: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ FullSizeVan: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ WoodChipsCarrierShip: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
AirRoute ⊑ DryBulkCargo: NA_ODP (k=4, nAx=1019, nAxPerStep=1.0, nDeltaODP = 2)
